acte;nb_sejsea;nb_actes;dms_globale;nb_sej_0_nuit;nb_acte_ambu
GLQP0020;162170;164334;2,8;94574;95416
GLQP0030;11162;11373;1,9;8264;8399
GLQP0040;5436;39521;25,4;133;134
GLQP0050;80844;296833;7,9;7719;7886
GLQP0060;1322;2069;4,1;337;343
GLQP0070;55938;57722;3,5;4071;4179
GLQP0080;4654;5086;3,2;2739;2763
GLQP0090;18;19;6;.;.
GLQP0100;546;714;6,5;73;76
GLQP0110;3858;4155;1,9;2765;2867
GLQP0120;67437;73361;2,3;50927;53607
GLQP0130;17426;23490;4,2;6720;6793
GLQP0140;324;673;1,5;137;300
GLQP0150;607;2187;25;.;.
GLQP0160;3176;3325;1,2;2541;2676
GLQP0170;334;394;4,5;240;240
GLRP0020;409;847;3,1;172;179
GLRP0030;145;148;0,9;119;122
GLRP0040;5123;5193;0,8;4327;4361
HAAA0010;188;190;0,6;145;145
HAAA0020;2554;2569;0,1;2412;2420
HAAA0030;716;718;0,2;658;660
HABA0010;63;64;1,9;19;19
HADA0010;16;20;64,4;.;.
HAFA0010;70;70;15,2;.;.
HAFA0020;138;138;12,5;.;.
HAFA0030;25;25;14,9;.;.
HAFA0040;408;416;22,7;.;.
HAFA0050;313;316;4,4;82;82
HAFA0060;1047;1057;6,4;276;276
HAFA0070;216;216;4,4;51;51
HAFA0080;2239;2268;0,4;2073;2100
HAFA0090;46;46;1,4;36;36
HAFA0110;94;96;0,5;82;83
HAFA0120;16;16;17,6;.;.
HAFA0130;31;31;11,3;.;.
HAFA0140;167;168;0,4;130;131
HAFA0150;2011;2048;0,6;1706;1731
HAFA0170;272;279;24,6;.;.
HAFA0190;656;665;2,6;382;388
HAFA0200;1609;1617;0,9;1217;1222
HAFA0210;282;285;3,5;142;144
HAFA0220;93;94;5,1;46;47
HAFA0230;1505;1511;4;581;582
HAFA0240;89;89;15,5;.;.
HAFA0260;109;109;19,2;.;.
HAFA0270;249;254;16,2;.;.
HAFA0280;98;98;0,8;75;75
HAFA0290;18;18;19,8;.;.
HAFA0300;13;13;1,5;.;.
HAFA0310;227;227;1,1;172;172
HAFA0320;1600;1619;0,8;1257;1273
HAFA0330;158;158;9,7;.;.
HAFA0340;81;83;1;54;55
HAHA0020;60;62;3,9;38;39
HAHD0010;1330;1350;6,5;140;142
HAHD0020;35;35;3,8;20;20
HAHD0030;2665;2693;3,1;1601;1610
HAJA0020;362;370;5,9;14;14
HAJA0030;595;602;2,9;213;216
HAJA0060;751;769;3,8;241;244
HAJA0070;294;299;5,2;129;130
HAJA0080;119;120;8,5;43;43
HAJA0090;239;243;5,1;74;75
HAJA0100;474;488;8,6;169;172
HAJD0030;155;180;5,5;81;90
HAJD0040;137;140;6,3;22;22
HALD0040;61;63;5,4;23;23
HALD0050;26;26;1,8;14;14
HAMA0010;100;101;2,2;21;22
HAMA0020;364;364;1,3;280;280
HAMA0030;35;35;0,4;28;28
HAMA0060;13;13;2,1;.;.
HAMA0080;120;120;0,4;99;99
HAMA0100;177;180;0,9;118;118
HAMA0120;99;100;1;44;44
HAMA0140;44;44;4,4;16;16
HAMA0150;72;75;3,2;.;.
HAMA0160;92;92;2,8;34;34
HAMA0180;42;42;3,7;16;16
HAMA0200;20;20;0,6;13;13
HAMA0210;77;78;1,9;39;39
HAMA0230;64;64;1,5;46;46
HAMA0240;168;169;1,3;57;57
HAMA0250;74;74;1,7;18;18
HAMA0260;450;451;1,5;358;358
HAMA0270;1533;1562;0,2;1411;1436
HAMA0280;301;301;0,4;257;257
HAMA0290;619;623;0,4;526;530
HAMA0300;130;135;5,6;56;57
HAND0010;103;103;0,4;83;83
HAND0020;72;75;0,6;56;58
HAND0030;869;871;0,5;647;649
HAND0040;1310;2019;4,1;1083;1084
HAND0050;3622;4095;0,9;3386;3394
HAND0060;304;583;10,7;132;132
HAPA0010;2582;2621;0,2;2297;2330
HAPA0020;75;76;2,1;33;33
HAPA0030;1303;1304;0,7;1126;1127
HAPA0040;57;58;0,8;43;43
HAPD0010;4735;4784;3,2;1294;1312
HAQX0040;996;1024;16,5;55;55
HAQX0050;2937;2988;2,6;1866;1877
HAQX0170;2294;2410;8,8;369;373
HASA0010;124;125;2,5;.;.
HASA0020;280;283;1,9;47;48
HASA0030;64;65;1,6;.;.
HASA0060;16;16;2,9;.;.
HASA0090;16;16;2,3;.;.
HASA0120;202;230;30;17;17
HASA0130;474;477;1,5;347;348
HASA0140;16;16;2,4;.;.
HASA0150;22;22;1,9;.;.
HASA0160;29;29;8,8;.;.
HASA0180;10844;11888;0,1;10370;11389
HASA0190;22;22;1,8;.;.
HASA0200;29;29;2,9;.;.
HASA0220;87;89;3,4;.;.
HASA0230;65;66;2,8;.;.
HASA0250;3408;3453;0,2;3165;3205
HASD0010;37;37;2;.;.
HASD0020;74;74;1,7;22;22
HASD0030;158;159;5,3;52;52
HASD0040;16;16;1,8;.;.
HASD0050;480;486;2,2;28;28
HASD0060;207;211;2,1;13;13
HASD0070;316;320;6,4;.;.
HBAA3380;42;42;0,2;36;36
HBBA0020;119;129;0,3;90;99
HBBA0030;253;276;0,2;221;242
HBBA0040;47;53;0,3;32;38
HBBD0010;18;20;1,5;16;17
HBBD0020;26;28;2;23;24
HBBD0030;39;53;1,3;33;45
HBBD0040;1218;1232;0,3;1145;1159
HBBD0050;446;451;0,3;428;432
HBBD0060;612;618;0,3;567;573
HBBD0070;411;413;0,1;394;396
HBBD0390;24;25;0,1;23;24
HBBD0980;18;18;0,2;15;15
HBBD4040;31;31;0,1;28;28
HBBD4270;32;33;0,2;29;30
HBDD0070;1219;1265;2,6;57;57
HBDD0080;741;805;3,4;31;32
HBDD0140;66;70;2,7;.;.
HBED0010;55;58;3,4;26;27
HBED0030;19;20;3,2;.;.
HBED0090;113;114;4,6;17;17
HBED0110;32;35;8,2;.;.
HBED0150;15;17;1,9;.;.
HBED0160;31;31;3,7;.;.
HBED0210;13;13;2,7;.;.
HBED0220;284;323;0;277;316
HBED0230;58;61;0,1;51;53
HBED0240;21;25;0,2;18;21
HBFA0030;36;37;0,1;31;32
HBFA0040;397;397;0,2;378;378
HBFA0050;597;607;0;588;598
HBFA0060;1813;1818;0,1;1766;1771
HBFA0070;644;790;0,5;552;652
HBFA0080;35;36;0,3;26;27
HBFA0120;35;35;0,2;29;29
HBFA0130;166;170;0,1;159;163
HBFD0010;196;253;1,9;177;227
HBFD0030;40;43;0,5;34;37
HBFD0060;5872;16216;0,1;5742;15960
HBFD0080;215;258;0,1;203;246
HBFD0100;1069;1731;0,3;1009;1654
HBFD0140;19;22;1;17;19
HBFD0150;11;25;0,1;.;.
HBFD0170;224;562;0;218;552
HBFD0190;481;1674;0,1;455;1582
HBFD0210;56;59;2,9;52;54
HBFD0240;108;116;2;96;104
HBFD0320;37;47;0,1;35;44
HBFD0330;200;325;0,6;182;302
HBFD0350;110;136;0,3;102;124
HBFD2970;20;21;0,8;16;17
HBFD4740;34;55;0;33;49
HBGB0010;87;88;3,4;52;52
HBGB0020;110;128;0,2;105;122
HBGB0030;190;278;0,1;179;262
HBGB0040;120;135;0,2;108;123
HBGB0050;1103;1437;0,1;1036;1357
HBGB0060;157;218;0,1;149;198
HBGD0010;55;59;1,3;46;50
HBGD0020;253;257;1,4;210;213
HBGD0030;5401;5682;0;5284;5554
HBGD0040;11404;11467;0,3;10586;10636
HBGD0050;53;69;0,1;49;64
HBGD0110;22;23;1,7;18;19
HBGD0140;1344;1355;0,1;1295;1305
HBGD0150;286;287;0,1;272;273
HBGD0160;11090;13287;0,3;10383;12447
HBGD0170;8778;10413;0;8520;10131
HBGD0180;4856;4887;0,3;4455;4480
HBGD0210;30354;30381;0;29599;29624
HBGD0220;20815;20937;0,5;19447;19536
HBGD0250;38186;38237;0,1;36561;36605
HBGD0260;437;464;0,1;425;452
HBGD0270;16;16;2,2;13;13
HBGD0280;145;145;0,2;138;138
HBGD0300;20;30;0,2;18;28
HBGD0310;14924;14987;0,5;14057;14109
HBGD0320;2107;2128;0,8;1919;1933
HBGD0340;4255;4277;0,8;3801;3817
HBGD0350;5273;5313;0,2;5018;5050
HBGD0360;20173;20505;1,4;17816;18040
HBGD0370;3985;4002;0,2;3817;3834
HBGD0380;193861;194106;0;189371;189572
HBGD0390;2702;2711;0,2;2521;2530
HBGD0420;761;778;0;742;758
HBGD0430;14485;14544;1;13230;13271
HBGD0440;3013;3250;0,1;2932;3159
HBGD0470;1519;1593;0,2;1422;1491
HBGD0540;174;179;0,2;164;169
HBGD0570;25;25;0,2;22;22
HBGD0600;368;369;1,6;284;285
HBGD0640;1295;1313;0,9;1085;1099
HBGD0650;1243;1254;0,2;1186;1192
HBGD0670;127;128;0,7;90;91
HBGD0760;1725;1727;1,8;1420;1420
HBGD0780;643;645;1,5;532;534
HBGD0800;307;308;0;298;299
HBGD0930;265;270;0,9;252;256
HBGD1020;993;1002;0,4;902;909
HBGD1050;41;41;2,6;31;31
HBGD1060;2071;2082;1,9;1727;1736
HBGD1110;76;77;0,5;69;70
HBGD1130;29;31;1,8;17;19
HBGD1170;56;56;0;55;55
HBGD1220;13;13;0,4;.;.
HBGD1230;12;12;0,2;11;11
HBGD1260;21;21;0,1;19;19
HBGD1330;33;34;0,4;28;29
HBGD1420;177;182;3,1;126;129
HBGD1460;964;966;0,9;809;810
HBGD1590;622;623;0,3;565;566
HBGD1600;140;140;0;137;137
HBGD1690;165;166;0,5;143;143
HBGD1710;197;204;0;192;199
HBGD1740;94;94;0,1;89;89
HBGD1900;2092;2093;0;2047;2047
HBGD1910;25;25;1;20;20
HBGD1930;104;105;1,5;91;92
HBGD1970;712;717;0,8;597;599
HBGD1990;451;452;0;441;442
HBGD2010;15;15;1,5;.;.
HBGD2060;20;20;2,8;12;12
HBGD2180;32;32;0,7;24;24
HBGD2310;225;230;1,3;173;176
HBGD2350;213;213;0,6;179;179
HBGD2450;24;24;0,4;18;18
HBGD2470;787;792;1,1;666;669
HBGD2580;341;342;0,5;282;283
HBGD2610;523;532;0,6;437;445
HBGD2620;11;13;4,2;.;.
HBGD2630;634;639;0,1;605;610
HBGD2780;387;388;0,4;317;318
HBGD2790;96;96;0,1;92;92
HBGD2800;341;343;0,1;323;325
HBGD2810;224;225;0;215;216
HBGD2830;52;53;0,9;47;48
HBGD2840;2359;2374;0,2;2258;2273
HBGD2850;134;135;0,3;107;108
HBGD2870;1551;1566;1,2;1359;1367
HBGD2990;1405;1407;0,4;1299;1301
HBGD3000;3758;3788;0;3700;3729
HBGD3090;2206;2214;0,1;2118;2126
HBGD3110;323;324;0,6;280;281
HBGD3120;163;163;1,4;125;125
HBGD3160;49;49;0,2;43;43
HBGD3190;4609;4658;2,2;3936;3962
HBGD3220;671;688;0;663;679
HBGD3330;607;610;0,6;500;503
HBGD3380;87;87;0,1;78;78
HBGD3450;43;43;0,6;34;34
HBGD3490;122;122;1;90;90
HBGD3560;1054;1057;0,8;891;893
HBGD3580;2366;2368;0,1;2197;2199
HBGD3620;158;161;1,2;144;147
HBGD3740;185;185;0,5;150;150
HBGD3820;872;874;1;729;731
HBGD3860;878;946;0;866;934
HBGD3970;107;107;0,1;104;104
HBGD4020;1561;1566;0;1532;1536
HBGD4030;155;155;0,2;150;150
HBGD4140;43;43;2,8;35;35
HBGD4150;203;203;0,2;178;178
HBGD4180;58;58;1;42;42
HBGD4200;1362;1375;1,2;1138;1147
HBGD4220;1533;1541;1,9;1286;1290
HBGD4380;13;13;0,8;.;.
HBGD4410;36;36;0,2;29;29
HBGD4530;34;34;0,4;24;24
HBGD4590;1291;1319;0;1259;1286
HBGD4610;399;400;0,6;346;347
HBGD4620;1084;1091;0,1;1045;1051
HBGD4640;657;660;0,1;629;632
HBGD4650;1674;1810;0,3;1507;1616
HBGD4660;2951;2957;0,4;2754;2758
HBGD4750;157;158;0,3;134;134
HBGD4800;18;18;3,8;11;11
HBGD4890;4899;4930;1,1;4338;4360
HBGD4920;247;250;0,1;230;233
HBGD4970;2213;2227;2,1;1836;1845
HBGD4990;458;464;0,4;388;393
HBJA0030;103;111;0;100;108
HBJA1710;126;126;0,2;123;123
HBJA2470;452;465;0;435;448
HBJA6340;179;180;0,5;160;161
HBJB0010;1603;1771;0,7;1372;1527
HBJD0010;15232;20584;1;14236;19207
HBLD0040;623;625;0,3;587;589
HBLD0060;21;34;2,3;19;32
HBLD0090;65;65;0;65;65
HBLD0130;17;17;0,7;.;.
HBLD0180;127;127;2,4;20;20
HBLD0300;11;12;1,2;.;.
HBLD0320;20;23;6,9;12;13
HBLD0340;12;13;0,8;.;.
HBLD0380;110;133;0;103;123
HBLD0450;2931;2945;0,2;2803;2815
HBLD0510;20;20;2,2;.;.
HBLD0520;68;70;7,4;14;14
HBLD0530;58;62;4,6;20;20
HBLD0560;23;23;0,4;15;15
HBLD2240;12;12;5,2;.;.
HBLD2590;13;13;3,4;.;.
HBLD3640;21;22;4,2;12;13
HBLD4900;12;19;0,3;.;.
HBMA0010;852;1390;0,3;817;1345
HBMA0030;62;66;0,3;47;50
HBMA0040;3521;3531;0;3451;3461
HBMA0060;1988;2033;0;1924;1968
HBMD0060;16;29;1,4;14;25
HBMD0070;11;11;24,9;.;.
HBMD0170;14;17;20,4;.;.
HBMD0180;34;35;3,1;27;27
HBMD0200;22;22;14,8;12;12
HBMD0380;9105;26267;0,2;8710;25337
HBMD0420;187;276;0,5;173;253
HBMD0440;1415;2403;0,4;1324;2267
HBMD0470;1302;2746;0,2;1235;2627
HBMD0490;8901;23813;0,4;8544;23156
HBMD0500;2878;5924;0,6;2718;5646
HBMD0530;8268;21494;0,3;7846;20485
HBMD0540;3074;6555;0,7;2899;6240
HBMD0580;3646;6720;0,5;3432;6339
HBMD0610;57;57;0,1;55;55
HBPA0010;3523;3666;0;3481;3623
HBPD0010;1614;1617;0;1580;1582
HBPD0020;1371;1409;0;1344;1375
HBQD0010;11;11;9,6;.;.
HBQK0010;15;17;3,4;.;.
HBQK0020;56971;58353;8,5;13825;13957
HBQK0400;443;817;0,7;428;797
HBQK0410;90;90;2,6;65;65
HBQK0460;70;71;9,2;55;56
HBQK0610;294;485;3,3;253;442
HBQK0650;94;94;4,3;78;78
HBQK1420;113;114;3,2;96;97
HBQK1910;553;557;5;418;420
HBQK3030;204;301;1,6;178;257
HBQK3310;260;271;4,6;195;206
HBQK3890;1161;1301;7,5;737;820
HBQK4240;27;27;7,8;18;18
HBQK4280;468;472;2,9;414;418
HBQK4300;95;95;7,5;68;68
HBQK4430;905;928;1,9;807;830
HBQK4760;48;48;0,6;43;43
HBQK4800;199;199;3,7;151;151
HBSD0010;438;494;3,8;264;277
HCAE1920;205;205;0,1;185;185
HCAE2010;416;423;0,2;365;371
HCCA0020;308;311;1,1;247;249
HCEA0010;93;94;1,6;53;53
HCFA0010;711;713;2,5;86;86
HCFA0020;105;105;7,1;.;.
HCFA0030;130;130;0,9;76;76
HCFA0040;564;568;1,4;206;207
HCFA0050;251;252;3;.;.
HCFA0060;73;73;8,3;.;.
HCFA0070;1748;1761;1;1435;1446
HCFA0080;3609;3622;2;267;267
HCFA0090;2080;2092;2,7;55;55
HCFA0100;52;52;5,7;.;.
HCFA0110;881;889;1,9;135;136
HCFA0120;101;101;2,1;.;.
HCFA0130;41;41;4,3;.;.
HCGA0010;463;469;0,8;355;356
HCGA0020;30;30;1,3;11;11
HCGA0030;295;298;0,4;235;236
HCGA1090;35;35;0,4;26;26
HCGA1300;45;46;0,3;36;37
HCGA2230;276;279;0,2;233;234
HCGA3740;79;80;0,2;64;65
HCGE1880;516;516;0,2;454;454
HCGE2710;95;95;0,2;82;82
HCHA0010;328;329;3;241;242
HCHA0020;5896;5947;3,1;3997;4031
HCHB0010;79;81;5,7;32;32
HCJA0010;106;108;6,9;20;20
HCLD0010;115;116;2,1;74;74
HCNE0830;47;47;0,2;42;42
HCPA0010;99;99;0,9;72;72
HCQE4270;203;205;0,3;156;158
HCQM0010;1513;1538;6,9;890;896
HCQX0040;4802;4958;2,6;382;383
HCSA0010;13;13;4,4;.;.
HDAA0020;63;63;1,8;.;.
HDAA0030;31;31;2,2;11;11
HDCA0020;33;35;27,1;.;.
HDFA0010;16;17;19,6;.;.
HDFA0020;720;736;7,5;40;41
HDFA0030;85;85;27,1;.;.
HDFA0040;30;30;16,7;.;.
HDFA0050;221;226;29,3;.;.
HDFA0080;165;168;17,5;.;.
HDFA0090;185;189;8;23;23
HDFA0100;64;66;31,6;.;.
HDFA0110;84;84;23,7;.;.
HDFA0120;17;17;32,4;.;.
HDFA0140;15;15;4,8;.;.
HDFA0150;157;158;5,2;.;.
HDFA0160;33;34;17,7;.;.
HDFA0170;36;37;18,8;.;.
HDFA0180;141;141;1,6;40;40
HDFA0190;61;65;22,4;.;.
HDFA0200;1293;1295;0,4;864;864
HDFA0210;131;131;1,4;63;63
HDFA0220;384;386;1;223;224
HDFE0010;20;20;3,7;.;.
HDFE0020;124;124;1,8;79;79
HDFE0030;94;94;1,7;25;25
HDGE0010;196;196;1,9;74;74
HDGE0020;95;95;4,9;39;39
HDJA0010;2511;2616;3,3;166;166
HDJD0010;105;106;3,8;.;.
HDJD0020;1862;1923;3,2;76;76
HDMA0050;51;51;1,2;24;24
HDMA0060;163;165;1,6;28;29
HDMA0070;829;830;1,2;333;334
HDMA0080;247;247;0,7;130;130
HDMA0090;201;201;1,3;78;78
HDMA0100;282;283;1,4;99;100
HDNE0010;37;37;3,7;17;17
HDNE0020;40;40;1,8;26;26
HDPA0010;74;74;3,7;.;.
HDPE0010;94;94;2,9;.;.
HDPE0020;532;534;2,4;35;35
HDQE0010;5020;5052;2,3;3243;3253
HDQX0070;248;255;24,7;.;.
HDSD0020;171;176;2,7;.;.
HEAE0011;122;122;2,7;65;65
HEAE0012;48;48;3,8;21;21
HEAE0020;591;597;2,4;278;279
HEAE0030;9633;9772;2,6;5036;5054
HEAH0010;1086;1097;3,8;476;477
HECA0010;55;59;27,6;.;.
HECA0020;96;103;34,8;.;.
HECA0030;18;18;45,6;.;.
HECA0040;68;70;26,7;.;.
HECA0050;44;49;51,4;.;.
HECC0010;35;37;32,5;.;.
HEDA0010;37;37;7;.;.
HEFA0020;59;59;28,3;.;.
HEFA0030;635;645;20,6;.;.
HEFA0040;33;35;33,3;.;.
HEFA0050;11;11;27,7;.;.
HEFA0060;25;26;34,4;.;.
HEFA0070;21;21;33;.;.
HEFA0090;18;18;31,1;.;.
HEFA0110;30;31;25;.;.
HEFA0120;143;146;21,8;.;.
HEFA0150;12;12;6,6;.;.
HEFA0180;53;53;25,4;.;.
HEFA0200;28;30;28;.;.
HEFA0220;28;28;47,1;.;.
HEFC0010;43;43;8,7;.;.
HEFC0020;12;12;4,2;.;.
HEFC0030;14;14;9;.;.
HEFC8000;226;233;19,4;.;.
HEFC8010;47;47;32,9;.;.
HEFE0010;6349;6352;0,4;5583;5584
HEFE0020;18245;18257;0,4;16721;16730
HEFE0030;4984;5018;1,4;2818;2822
HEFE3260;2006;2010;2,2;216;216
HEGE0010;621;629;2,1;162;163
HEGE0020;5083;5214;4,1;1875;1903
HEGE0030;1116;1137;12,3;402;403
HEKE0010;460;516;17,8;120;120
HELE0020;3049;3224;13,3;516;518
HELE9000;377;380;3,1;242;243
HELH0010;384;432;18,9;38;38
HEMA0010;47;51;41;.;.
HEMA0020;11;12;106,8;.;.
HEMA0030;113;121;35,8;.;.
HEMA0040;22;28;76,9;.;.
HEMA0080;16;18;45,3;.;.
HEMA0100;210;214;22,5;.;.
HEME0020;239;239;10,3;80;80
HENE0010;80;81;8,2;30;30
HENE0020;570;573;4,9;253;253
HENE0040;1211;1223;3,4;800;801
HENE4940;881;881;0,6;557;557
HENE9000;28;28;2,1;.;.
HEPC0010;360;360;3,4;.;.
HEPC0020;202;203;3,4;.;.
HEPC0030;88;88;6;.;.
HEQD0010;62;69;5,2;13;13
HEQD0020;2673;2983;5,6;1475;1483
HEQD0030;1099;1107;3,9;788;789
HEQE0010;867;877;4,4;440;442
HEQE0020;1159747;1172888;1,8;956440;957724
HEQE0030;124;125;0,9;107;107
HEQE0040;72;72;7;22;22
HEQE0050;4865;4878;1,1;4255;4259
HEQE2630;27;27;1,7;18;18
HEQH0010;2365;2415;7;1339;1343
HEQH0020;20678;21334;8,2;4410;4434
HEQJ0010;5294;5306;1,4;4207;4214
HEQJ0020;3015;3028;3,2;2032;2034
HEQX0040;769;782;18,5;35;35
HEQX0050;3741;3759;0,6;3105;3118
HEQX0080;492;505;22,1;.;.
HERD0010;52;52;0,2;50;50
HESA0010;77;84;23,3;.;.
HESA0040;19;19;34,5;.;.
HESA0090;20;20;52,3;.;.
HESA0100;39;39;14;.;.
HESE0010;2666;2704;7,2;933;933
HESE0020;14954;15967;11,4;3032;3043
HFAD0010;504;518;15,2;101;102
HFAE0010;823;832;7,6;328;328
HFAH0010;47;47;5,8;13;13
HFCA0010;92;94;17,4;.;.
HFCA0020;1319;1348;27,2;31;31
HFCA0030;1580;1635;22,2;32;32
HFCA0040;602;610;27;.;.
HFCB0010;8280;8427;22;975;979
HFCC0010;2559;2593;10,4;78;78
HFCC0020;506;512;19,2;16;16
HFCC0030;10922;10954;2,9;166;166
HFCC0220;540;542;15,2;.;.
HFCH0010;8307;8541;20,2;1024;1037
HFDA0020;32;32;13,9;.;.
HFDC0010;23;24;7,3;.;.
HFDC0020;1247;1249;2,8;68;68
HFFA0020;83;84;25,2;.;.
HFFA0030;154;155;15,5;.;.
HFFA0050;736;743;20,3;.;.
HFFA0060;713;719;19,7;.;.
HFFA0080;682;688;6,5;.;.
HFFA0090;517;524;16,7;.;.
HFFA0110;40;41;12;.;.
HFFC0010;1546;1556;5,1;35;35
HFFC0020;467;467;10,2;.;.
HFFC0030;57;57;3,6;.;.
HFFC0040;31;31;5,4;.;.
HFFC0120;46;46;6,7;.;.
HFFC0170;387;391;16,6;.;.
HFFC0180;20817;20855;2,5;640;640
HFHD0010;2385;3173;4,8;26;26
HFHD0020;219;230;4;.;.
HFKA0010;178;179;1,1;147;148
HFKC0010;166;166;0,4;122;122
HFKD0010;3713;3883;12,1;1990;2025
HFKE0010;1029;1045;11;514;516
HFKH0010;953;992;20,8;419;419
HFLC9000;15;15;3,6;.;.
HFLE0010;4700;5173;20,2;553;556
HFLH0010;10772;12633;13,4;1054;1096
HFLH0020;304;316;14,5;32;32
HFMA0030;70;70;35,3;.;.
HFMA0040;56;56;32,9;.;.
HFMA0050;32;33;19,8;.;.
HFMA0070;27;27;16,3;.;.
HFMA0080;142;142;20,1;.;.
HFMA0110;57;57;9,3;18;18
HFMC0010;4044;4055;3,5;175;175
HFMC0030;43;43;10,8;.;.
HFMC0040;878;885;5,4;31;32
HFMC0060;53;53;3,4;.;.
HFMC0070;484;484;0,4;331;331
HFMC0080;2746;2757;1,3;1433;1436
HFMP0020;153;153;6,3;20;20
HFPA0010;133;138;20,5;.;.
HFPA0020;547;551;5,2;.;.
HFPA0030;45;45;19,1;.;.
HFPC0010;225;225;3,7;.;.
HFQD0010;29;29;2,2;16;16
HFQL0020;96;97;15,9;.;.
HFQL0040;17;17;36,2;.;.
HFQX0040;2404;2437;8,7;64;64
HFQX0050;28581;28717;0,5;25422;25516
HFQX0080;852;865;16,9;15;15
HFSA0010;382;383;10,6;119;120
HGAA0030;171;171;20,6;.;.
HGAC0100;121;121;6,5;.;.
HGAE0010;337;338;1,3;238;239
HGCA0010;459;464;35,1;.;.
HGCA0020;2674;2774;18,2;62;62
HGCA0030;87;92;41,1;.;.
HGCA0040;1794;1804;13,9;.;.
HGCA0050;341;343;26;.;.
HGCA0060;662;662;6;.;.
HGCA0070;35;36;35,6;.;.
HGCA0080;2988;3068;29,8;24;24
HGCC0030;483;484;6,3;18;18
HGCC0150;76;76;15;.;.
HGCC0260;1833;1857;14,5;17;17
HGCC0270;42;42;3,9;.;.
HGCC0310;943;954;8,8;63;63
HGCH0010;179;186;17,7;40;40
HGEA0010;362;372;25,9;.;.
HGEA0030;117;117;10,1;.;.
HGEC0010;227;229;7,5;14;14
HGEC0090;86;88;4,6;.;.
HGEH0010;443;503;2,4;32;34
HGFA0010;238;243;20,7;.;.
HGFA0030;1716;1791;26,6;21;21
HGFA0040;1335;1373;24,3;19;19
HGFA0050;5572;5673;16,5;52;52
HGFA0060;262;262;10,5;.;.
HGFA0070;4960;5020;14,7;28;28
HGFA0080;67;71;43,1;.;.
HGFA0090;21;21;45;.;.
HGFA0110;33;33;8,6;.;.
HGFA0120;78;89;58,8;.;.
HGFA0130;34;34;25,6;.;.
HGFA0140;74;74;15,4;.;.
HGFC0010;33;33;4,1;.;.
HGFC0020;227;227;5,3;.;.
HGFC0140;512;512;8,1;24;24
HGFC0160;206;206;8,9;.;.
HGFC0210;1380;1383;8;29;29
HGFE0010;89;89;0,6;62;62
HGFE0020;94;94;0,6;83;83
HGFE0030;66;66;1,2;38;38
HGFE0040;35;35;0,5;23;23
HGFE0050;376;378;5;19;19
HGGE0010;484;486;8,3;220;220
HGKE0010;198;203;16,2;44;45
HGLA0010;2908;2979;22,3;35;35
HGLE0010;2807;2899;13,6;416;417
HGMA0010;175;178;26,5;.;.
HGMA0020;19;19;34,2;.;.
HGMA0030;237;237;11;.;.
HGMA0050;776;784;26,8;12;12
HGNE0010;389;392;3,3;177;177
HGPA0010;231;234;22,4;.;.
HGPA0020;357;361;15,6;.;.
HGPA0030;63;64;18,6;.;.
HGPA0040;4611;4671;16,2;76;76
HGPA0050;22;22;23,5;.;.
HGPC0050;147;150;7;45;45
HGPC0060;85;87;7,5;.;.
HGPC0150;3161;3186;6,9;324;324
HGPH0010;54;56;19,1;.;.
HGQD0020;3921;4141;10;968;987
HGQE0010;182;183;5,8;97;97
HGQE0020;10857;10937;3,5;6512;6520
HGQE0030;3179;3204;3,3;2305;2307
HGQE0040;44;44;25;.;.
HGQE0050;873;892;6,5;586;586
HGQH0010;164;174;23;41;41
HGQH0020;602;644;21,4;34;34
HGQJ0010;264;265;5,6;142;142
HGQJ0020;646;650;2,2;423;425
HGQL0010;52;52;7,9;.;.
HGQX0030;1587;1625;11,9;50;50
HGQX0050;5369;5447;1,3;3885;3919
HGQX0080;3543;3682;14,1;45;46
HGSA0010;5743;5793;10,3;75;75
HGSE0010;153;157;8,4;60;62
HGSE0020;164;165;6,2;54;54
HGSE0030;47;47;10,9;14;14
HGSE0040;18;18;11,1;.;.
HHAA0020;154;155;8,2;38;38
HHAE0010;2347;2372;1,8;1465;1468
HHCA0010;940;949;17,5;27;27
HHCA0020;5297;5380;20,6;37;37
HHCA0030;111;112;16,9;.;.
HHCC0010;1025;1032;7,2;86;86
HHCC0070;4290;4319;16,6;14;14
HHCC0110;46;46;25,3;.;.
HHEE0010;992;1059;8,4;82;82
HHFA0010;1764;1769;3,3;67;67
HHFA0020;9929;9966;7,8;62;62
HHFA0030;20;20;28,2;.;.
HHFA0040;448;454;12;.;.
HHFA0050;252;254;18,6;.;.
HHFA0060;2470;2487;15,3;.;.
HHFA0080;12118;12162;8,4;55;55
HHFA0090;6300;6347;14,8;20;20
HHFA0100;1608;1610;8,3;.;.
HHFA0110;2534;2557;12,2;23;23
HHFA0140;3256;3325;19;26;26
HHFA0160;50686;51033;2,4;3760;3776
HHFA0170;1083;1091;13,8;.;.
HHFA0180;1957;1992;17,7;18;18
HHFA0200;775;783;7,3;12;12
HHFA0210;636;642;23,6;22;22
HHFA0220;430;434;18;.;.
HHFA0230;1851;1853;8,6;.;.
HHFA0240;1882;1905;21,2;22;22
HHFA0250;14213;14291;4,9;256;256
HHFA0260;2265;2301;24,4;36;36
HHFA0270;525;527;7;.;.
HHFA0280;136;136;11,9;.;.
HHFA0290;83;85;13,4;.;.
HHFA0300;113;115;21,7;.;.
HHFA0310;26;26;17;.;.
